,State,Region,County,Food insecurity,Limited access to healthy foods,Adult obesity
2398,ME,Northeast,Hancock County,0.151,0.021,0.237
2399,ME,Northeast,Kennebec County,0.141,0.027,0.301
2400,ME,Northeast,Kennebec County,0.147,0.027,0.311
2401,ME,Northeast,Knox County,0.131,0.037,0.26
2402,ME,Northeast,Knox County,0.136,0.037,0.246
2403,ME,Northeast,Lincoln County,0.121,0.015,0.235
2404,ME,Northeast,Lincoln County,0.129,0.015,0.241
2405,ME,Northeast,Oxford County,0.153,0.031,0.303
2406,ME,Northeast,Oxford County,0.155,0.031,0.305
2407,ME,Northeast,Penobscot County,0.159,0.059,0.312
2408,ME,Northeast,Penobscot County,0.165,0.059,0.317
2409,ME,Northeast,Piscataquis County,0.164,0.022,0.325
2410,ME,Northeast,Piscataquis County,0.167,0.022,0.309
2411,ME,Northeast,Sagadahoc County,0.127,0.025,0.25
2412,ME,Northeast,Sagadahoc County,0.134,0.025,0.256
2413,ME,Northeast,Somerset County,0.169,0.037,0.336
2414,ME,Northeast,Somerset County,0.167,0.037,0.339
2415,ME,Northeast,Waldo County,0.146,0.033,0.29
2416,ME,Northeast,Waldo County,0.154,0.033,0.304
2417,ME,Northeast,Washington County,0.176,0.054,0.324
2418,ME,Northeast,Washington County,0.176,0.054,0.322
2419,ME,Northeast,York County,0.128,0.036,0.267
2420,ME,Northeast,York County,0.135,0.036,0.273
2421,MI,Midwest,Alcona County,0.141,0.048,0.301
2422,MI,Midwest,Alcona County,0.14,0.048,0.31
2423,MI,Midwest,Alger County,0.141,0.126,0.326
2424,MI,Midwest,Alger County,0.144,0.126,0.319
2425,MI,Midwest,Allegan County,0.111,0.015,0.342
2426,MI,Midwest,Allegan County,0.112,0.015,0.341
2427,MI,Midwest,Alpena County,0.137,0.027,0.334
2428,MI,Midwest,Alpena County,0.138,0.027,0.347
2429,MI,Midwest,Antrim County,0.141,0.001,0.312
2430,MI,Midwest,Antrim County,0.134,0.001,0.324
2431,MI,Midwest,Arenac County,0.154,0.001,0.343
2432,MI,Midwest,Arenac County,0.151,0.001,0.35
2433,MI,Midwest,Baraga County,0.193,0.038,0.32
2434,MI,Midwest,Baraga County,0.182,0.038,0.32
2435,MI,Midwest,Barry County,0.095,0.009,0.37
2436,MI,Midwest,Barry County,0.101,0.009,0.361
2437,MI,Midwest,Bay County,0.122,0.065,0.335
2438,MI,Midwest,Bay County,0.126,0.065,0.318
2439,MI,Midwest,Benzie County,0.128,0.0,0.316
2440,MI,Midwest,Benzie County,0.126,0.0,0.304
2441,MI,Midwest,Berrien County,0.156,0.084,0.365
2442,MI,Midwest,Berrien County,0.156,0.084,0.362
2443,MI,Midwest,Branch County,0.136,0.062,0.351
2444,MI,Midwest,Branch County,0.135,0.062,0.348
2445,MI,Midwest,Calhoun County,0.146,0.089,0.371
2446,MI,Midwest,Calhoun County,0.146,0.089,0.35
2447,MI,Midwest,Cass County,0.118,0.016,0.314
2448,MI,Midwest,Cass County,0.122,0.016,0.355
2449,MI,Midwest,Charlevoix County,0.129,0.013,0.271
2450,MI,Midwest,Charlevoix County,0.131,0.013,0.266
2451,MI,Midwest,Cheboygan County,0.137,0.065,0.327
2452,MI,Midwest,Cheboygan County,0.144,0.065,0.333
2453,MI,Midwest,Chippewa County,0.157,0.101,0.379
2454,MI,Midwest,Chippewa County,0.16,0.101,0.38
2455,MI,Midwest,Clare County,0.165,0.034,0.293
2456,MI,Midwest,Clare County,0.165,0.034,0.314
2457,MI,Midwest,Clinton County,0.098,0.034,0.332
2458,MI,Midwest,Clinton County,0.104,0.034,0.349
2459,MI,Midwest,Crawford County,0.138,0.072,0.297
2460,MI,Midwest,Crawford County,0.144,0.072,0.291
2461,MI,Midwest,Delta County,0.125,0.071,0.314
2462,MI,Midwest,Delta County,0.134,0.071,0.32
2463,MI,Midwest,Dickinson County,0.111,0.096,0.298
2464,MI,Midwest,Dickinson County,0.116,0.096,0.314
2465,MI,Midwest,Eaton County,0.111,0.054,0.329
2466,MI,Midwest,Eaton County,0.116,0.054,0.341
2467,MI,Midwest,Emmet County,0.14,0.058,0.289
2468,MI,Midwest,Emmet County,0.138,0.058,0.28
2469,MI,Midwest,Genesee County,0.174,0.09,0.36
2470,MI,Midwest,Genesee County,0.172,0.09,0.369
2471,MI,Midwest,Gladwin County,0.158,0.033,0.342
2472,MI,Midwest,Gladwin County,0.155,0.033,0.361
2473,MI,Midwest,Gogebic County,0.15,0.074,0.283
2474,MI,Midwest,Gogebic County,0.154,0.074,0.27
2475,MI,Midwest,Grand Traverse County,0.121,0.038,0.314
2476,MI,Midwest,Grand Traverse County,0.121,0.038,0.306
2477,MI,Midwest,Gratiot County,0.141,0.025,0.37
2478,MI,Midwest,Gratiot County,0.145,0.025,0.361
2479,MI,Midwest,Hillsdale County,0.139,0.016,0.303
2480,MI,Midwest,Hillsdale County,0.141,0.016,0.328
2481,MI,Midwest,Houghton County,0.154,0.044,0.267
2482,MI,Midwest,Houghton County,0.159,0.044,0.262
2483,MI,Midwest,Huron County,0.124,0.115,0.29
2484,MI,Midwest,Huron County,0.124,0.115,0.31
2485,MI,Midwest,Ingham County,0.163,0.134,0.305
2486,MI,Midwest,Ingham County,0.166,0.134,0.316
2487,MI,Midwest,Ionia County,0.134,0.017,0.337
2488,MI,Midwest,Ionia County,0.133,0.017,0.335
2489,MI,Midwest,Iosco County,0.151,0.103,0.342
2490,MI,Midwest,Iosco County,0.149,0.103,0.324
2491,MI,Midwest,Iron County,0.116,0.057,0.313
2492,MI,Midwest,Iron County,0.126,0.057,0.319
2493,MI,Midwest,Isabella County,0.173,0.04,0.311
2494,MI,Midwest,Isabella County,0.177,0.04,0.311
2495,MI,Midwest,Jackson County,0.141,0.099,0.344
2496,MI,Midwest,Jackson County,0.143,0.099,0.351
2497,MI,Midwest,Kalamazoo County,0.152,0.088,0.307
2498,MI,Midwest,Kalamazoo County,0.153,0.088,0.29
2499,MI,Midwest,Kalkaska County,0.138,0.028,0.304
2500,MI,Midwest,Kalkaska County,0.135,0.028,0.304
2501,MI,Midwest,Kent County,0.133,0.052,0.307
2502,MI,Midwest,Kent County,0.132,0.052,0.292
2503,MI,Midwest,Lake County,0.171,0.07,0.316
2504,MI,Midwest,Lake County,0.174,0.07,0.33
2505,MI,Midwest,Lapeer County,0.134,0.032,0.335
2506,MI,Midwest,Lapeer County,0.131,0.032,0.329
2507,MI,Midwest,Leelanau County,0.103,0.044,0.265
2508,MI,Midwest,Leelanau County,0.106,0.044,0.237
2509,MI,Midwest,Lenawee County,0.131,0.065,0.323
2510,MI,Midwest,Lenawee County,0.128,0.065,0.319
2511,MI,Midwest,Livingston County,0.098,0.039,0.266
2512,MI,Midwest,Livingston County,0.1,0.039,0.275
2513,MI,Midwest,Luce County,0.157,0.046,0.345
2514,MI,Midwest,Luce County,0.154,0.046,0.345
2515,MI,Midwest,Mackinac County,0.138,0.118,0.338
2516,MI,Midwest,Mackinac County,0.145,0.118,0.329
2517,MI,Midwest,Macomb County,0.14,0.045,0.3
2518,MI,Midwest,Macomb County,0.141,0.045,0.319
2519,MI,Midwest,Manistee County,0.138,0.034,0.287
2520,MI,Midwest,Manistee County,0.141,0.034,0.304
2521,MI,Midwest,Marquette County,0.129,0.052,0.295
2522,MI,Midwest,Marquette County,0.136,0.052,0.294
2523,MI,Midwest,Mason County,0.14,0.021,0.323
2524,MI,Midwest,Mason County,0.14,0.021,0.299
2525,MI,Midwest,Mecosta County,0.161,0.101,0.309
2526,MI,Midwest,Mecosta County,0.159,0.101,0.321
2527,MI,Midwest,Menominee County,0.114,0.021,0.316
2528,MI,Midwest,Menominee County,0.122,0.021,0.332
2529,MI,Midwest,Midland County,0.109,0.071,0.307
2530,MI,Midwest,Midland County,0.118,0.071,0.301
2531,MI,Midwest,Missaukee County,0.143,0.041,0.329
2532,MI,Midwest,Missaukee County,0.14,0.041,0.323
2533,MI,Midwest,Monroe County,0.117,0.047,0.334
2534,MI,Midwest,Monroe County,0.119,0.047,0.334
2535,MI,Midwest,Montcalm County,0.154,0.035,0.32
2536,MI,Midwest,Montcalm County,0.149,0.035,0.303
2537,MI,Midwest,Montmorency County,0.175,0.011,0.317
2538,MI,Midwest,Montmorency County,0.167,0.011,0.318
2539,MI,Midwest,Muskegon County,0.157,0.143,0.355
2540,MI,Midwest,Muskegon County,0.156,0.143,0.363
2541,MI,Midwest,Newaygo County,0.13,0.014,0.353
2542,MI,Midwest,Newaygo County,0.129,0.014,0.329
2543,MI,Midwest,Oakland County,0.136,0.046,0.269
2544,MI,Midwest,Oakland County,0.137,0.046,0.265
2545,MI,Midwest,Oceana County,0.145,0.021,0.349
2546,MI,Midwest,Oceana County,0.141,0.021,0.334
2547,MI,Midwest,Ogemaw County,0.142,0.0,0.344
2548,MI,Midwest,Ogemaw County,0.146,0.0,0.35
2549,MI,Midwest,Ontonagon County,0.159,0.123,0.339
2550,MI,Midwest,Ontonagon County,0.15,0.123,0.343
2551,MI,Midwest,Osceola County,0.149,0.058,0.339
2552,MI,Midwest,Osceola County,0.149,0.058,0.364
2553,MI,Midwest,Oscoda County,0.177,0.0,0.304
2554,MI,Midwest,Oscoda County,0.168,0.0,0.334
2555,MI,Midwest,Otsego County,0.135,0.034,0.317
2556,MI,Midwest,Otsego County,0.134,0.034,0.343
2557,MI,Midwest,Ottawa County,0.106,0.087,0.255
2558,MI,Midwest,Ottawa County,0.106,0.087,0.246
2559,MI,Midwest,Presque Isle County,0.152,0.083,0.333
2560,MI,Midwest,Presque Isle County,0.144,0.083,0.325
2561,MI,Midwest,Roscommon County,0.158,0.089,0.333
2562,MI,Midwest,Roscommon County,0.155,0.089,0.323
2563,MI,Midwest,Saginaw County,0.159,0.072,0.397
2564,MI,Midwest,Saginaw County,0.157,0.072,0.386
2565,MI,Midwest,Sanilac County,0.138,0.02,0.36
2566,MI,Midwest,Sanilac County,0.136,0.02,0.364
2567,MI,Midwest,Schoolcraft County,0.139,0.102,0.275
2568,MI,Midwest,Schoolcraft County,0.151,0.102,0.287
2569,MI,Midwest,Shiawassee County,0.132,0.07,0.346
2570,MI,Midwest,Shiawassee County,0.132,0.07,0.359
2571,MI,Midwest,St. Clair County,0.148,0.106,0.305
2572,MI,Midwest,St. Clair County,0.149,0.106,0.301
2573,MI,Midwest,St. Joseph County,0.136,0.042,0.33
2574,MI,Midwest,St. Joseph County,0.134,0.042,0.341
2575,MI,Midwest,Tuscola County,0.135,0.033,0.309
2576,MI,Midwest,Tuscola County,0.135,0.033,0.312
2577,MI,Midwest,Van Buren County,0.145,0.015,0.318
2578,MI,Midwest,Van Buren County,0.14,0.015,0.325
2579,MI,Midwest,Washtenaw County,0.136,0.068,0.233
2580,MI,Midwest,Washtenaw County,0.141,0.068,0.236
2581,MI,Midwest,Wayne County,0.22,0.04,0.343
2582,MI,Midwest,Wayne County,0.213,0.04,0.342
2583,MI,Midwest,Wexford County,0.149,0.043,0.325
2584,MI,Midwest,Wexford County,0.153,0.043,0.326
2585,MN,Midwest,Aitkin County,0.107,0.12,0.274
